Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S92807082,Cliff Swallow,Petrochelidon pyrrhonota,24051,20,US-CA,Santa Clara,L16013540,stevens creek shoreline,37.4309438,-122.0660019,2021-08-05,08:00 AM,eBird - Traveling Count,120,1,5.633,,2
S186963852,Cliff Swallow,Petrochelidon pyrrhonota,24051,2,US-NJ,Somerset,L30869750,Moraine Crest Park,40.7107291,-74.5638128,2024-07-14,08:30 AM,eBird - Traveling Count,60,1,3.219,,1
S56206311,Bushtit,Psaltriparus minimus,25018,2,US-CA,Contra Costa,L596210,EBMUD--Valle Vista Staging Area (permit required),37.821243,-122.1393013,2019-05-12,01:01 PM,eBird - Traveling Count,149,1,3.209,,16,,,"This was a a joint field trip of Santa Clara Audubon and Golden Gate Audubon.  Leaders:  Rusty Scalf, Kitty O'Neil, Bill Pelletier"
S63366120,Bushtit,Psaltriparus minimus,25018,10,US-CA,San Mateo,L247966,Coyote Point County Park,37.5899626,-122.3215145,2020-01-12,12:00 PM,eBird - Traveling Count,180,1,8.047,,1,,,"Halfway to Seal Point, then back and out on the jetty and all around Coyote Point park."
S58607194,Bushtit,Psaltriparus minimus,25018,8,US-CA,Santa Clara,L8051027,Campbell Park,37.286102,-121.939639,2019-07-31,06:30 PM,eBird - Traveling Count,60,1,4.023,,1,,,Campbell Park on south side of Los Gatos Creek west to the dam and back on the east side (birds all seen on the east side).
S67971846,Bushtit,Psaltriparus minimus,25018,4,US-CA,Santa Clara,L4309025,Central Park,37.3427558,-121.975193,2020-04-28,07:30 AM,eBird - Traveling Count,90,1,4.023,,1
S56206730,Bushtit,Psaltriparus minimus,25018,6,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2019-05-12,09:00 AM,eBird - Traveling Count,120,1,4.828,,30
S65632601,Bushtit,Psaltriparus minimus,25018,10,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2020-03-08,03:30 PM,eBird - Traveling Count,90,1,4.023,,1
S72379830,Bushtit,Psaltriparus minimus,25018,5,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2020-08-13,08:00 AM,eBird - Traveling Count,75,1,3.219,,2
S77604826,Bushtit,Psaltriparus minimus,25018,6,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2020-12-16,09:00 AM,eBird - Traveling Count,60,1,3.219,,1
S56471727,Bushtit,Psaltriparus minimus,25018,10,US-CA,Santa Clara,L790030,Coyote Creek Parkway--trailhead,37.1672933,-121.6489506,2019-05-18,08:30 AM,eBird - Traveling Count,150,1,3.219,,15,,,Santa Clara Valley Audubon Society outing led by Eve Meier (I've only listed the birds that I actually saw).
S63526834,Bushtit,Psaltriparus minimus,25018,10,US-CA,Santa Clara,L868491,Debell Uvas Creek Preserve,37.003478,-121.5958428,2020-01-18,08:00 AM,eBird - Traveling Count,240,1,6.437,,8
S84556354,Bushtit,Psaltriparus minimus,25018,3,US-CA,Santa Clara,L694875,Emily Renzel Wetlands,37.4425693,-122.1150649,2021-04-01,08:00 AM,eBird - Traveling Count,60,1,2.414,,2
S67151373,Bushtit,Psaltriparus minimus,25018,3,US-CA,Santa Clara,L4197326,Guadalupe River Park,37.3439932,-121.9047475,2020-04-13,08:30 AM,eBird - Traveling Count,90,1,3.219,,1
S67801153,Bushtit,Psaltriparus minimus,25018,3,US-CA,Santa Clara,L4197326,Guadalupe River Park,37.3439932,-121.9047475,2020-04-25,08:30 AM,eBird - Traveling Count,90,1,3.219,,1
S68275944,Bushtit,Psaltriparus minimus,25018,4,US-CA,Santa Clara,L4197326,Guadalupe River Park,37.3439932,-121.9047475,2020-05-02,08:30 AM,eBird - Traveling Count,60,1,4.023,,1
S71638770,Bushtit,Psaltriparus minimus,25018,10,US-CA,Santa Clara,L4197326,Guadalupe River Park,37.3439932,-121.9047475,2020-07-19,08:30 AM,eBird - Traveling Count,75,1,4.023,,1
S54187624,Bushtit,Psaltriparus minimus,25018,4,US-CA,Santa Clara,L279253,Lake Cunningham,37.3354711,-121.8062038,2019-03-24,09:00 AM,eBird - Traveling Count,180,1,3.219,,30,,,"Led jointly for Openspace, Santa Clara Valley chapter of the California Native Plant Society, and Santa Clara Valley Audubon Society."
S60033690,Bushtit,Psaltriparus minimus,25018,15,US-CA,Santa Clara,L279253,Lake Cunningham,37.3354711,-121.8062038,2019-09-21,09:00 AM,eBird - Traveling Count,180,1,6.437,,25
S69516748,Bushtit,Psaltriparus minimus,25018,12,US-CA,Santa Clara,L279253,Lake Cunningham,37.3354711,-121.8062038,2020-05-23,08:00 AM,eBird - Traveling Count,60,1,3.219,,1
S53922444,Bushtit,Psaltriparus minimus,25018,10,US-CA,Santa Clara,L199667,Los Alamitos Creek Trail--Almaden Lake Park,37.2381022,-121.8708828,2019-03-16,08:03 AM,eBird - Traveling Count,183,1,1.915,,12
S49506138,Bushtit,Psaltriparus minimus,25018,7,US-CA,Santa Clara,L8055622,Los Gatos Creek County Park,37.2945257,-121.9657572,2018-10-27,08:00 AM,eBird - Traveling Count,210,1,3.219,,20,,,Santa Clara Valley Audubon Society outing
S64917012,Bushtit,Psaltriparus minimus,25018,10,US-CA,Santa Clara,L8055622,Los Gatos Creek County Park,37.2945257,-121.9657572,2020-02-23,10:00 AM,eBird - Traveling Count,120,1,6.437,,1,,,Up to Vasona Reservoir and back.
S142704082,Bushtit,Psaltriparus minimus,25018,12,US-CA,Santa Clara,L295710,Los Gatos Creek County Park and Oka Ponds,37.2664712,-121.9515038,2023-06-25,09:00 AM,eBird - Traveling Count,120,1,9.656,,1
S151203164,Bushtit,Psaltriparus minimus,25018,12,US-CA,Santa Clara,L295710,Los Gatos Creek County Park and Oka Ponds,37.2664712,-121.9515038,2023-10-01,09:30 AM,eBird - Traveling Count,180,1,12.07,,1,,,Stacks in Campbell to Oka Ponds far end and back.
S54688581,Bushtit,Psaltriparus minimus,25018,6,US-CA,Santa Clara,L299860,McClellan Ranch Preserve,37.3140655,-122.0630121,2019-04-05,02:00 PM,eBird - Traveling Count,120,1,3.219,,1
S143381631,Bushtit,Psaltriparus minimus,25018,6,US-CA,Santa Clara,L299860,McClellan Ranch Preserve,37.3140655,-122.0630121,2023-07-02,09:00 AM,eBird - Traveling Count,120,1,9.656,,1
S58767259,Bushtit,Psaltriparus minimus,25018,12,US-CA,Santa Clara,L178520,Rancho San Antonio,37.32912,-122.10599,2019-07-26,03:00 PM,eBird - Traveling Count,240,1,8.047,,1,,,South Bay Hiking Meetup Point to High Meadow vista point and back.
S50502722,Bushtit,Psaltriparus minimus,25018,12,US-CA,Santa Clara,L5959248,San Jose Municipal Rose Garden,37.3319145,-121.9286299,2018-12-07,02:15 PM,eBird - Traveling Count,180,1,6.437,,1
S66253804,Bushtit,Psaltriparus minimus,25018,6,US-CA,Santa Clara,L5959248,San Jose Municipal Rose Garden,37.3319145,-121.9286299,2020-03-26,12:00 PM,eBird - Traveling Count,120,1,8.047,,1,,,Santana Row down Forest/Nagle to Rose Garden and back; most sightings in Rose Garden.
S67151520,Bushtit,Psaltriparus minimus,25018,8,US-CA,Santa Clara,L5959248,San Jose Municipal Rose Garden,37.3319145,-121.9286299,2020-04-13,11:00 AM,eBird - Stationary Count,60,1,,,1
S66327665,Bushtit,Psaltriparus minimus,25018,5,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-03-25,12:00 PM,eBird - Traveling Count,120,1,3.219,,1
S66327320,Bushtit,Psaltriparus minimus,25018,6,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-03-26,10:00 AM,eBird - Traveling Count,60,1,1.609,,1
S66461889,Bushtit,Psaltriparus minimus,25018,6,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-03-31,04:00 PM,eBird - Traveling Count,90,1,4.828,,1,,,Most birds were seen on Genevieve Ln.
S66796701,Bushtit,Psaltriparus minimus,25018,4,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-04-07,03:00 AM,eBird - Traveling Count,60,1,2.414,,1
S68323834,Bushtit,Psaltriparus minimus,25018,4,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-05-03,08:00 AM,eBird - Traveling Count,75,1,4.023,,1
S68387859,Bushtit,Psaltriparus minimus,25018,4,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-05-04,07:15 AM,eBird - Traveling Count,75,1,4.426,,1
S68497721,Bushtit,Psaltriparus minimus,25018,6,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-05-06,07:30 AM,eBird - Traveling Count,90,1,4.023,,1
S68545011,Bushtit,Psaltriparus minimus,25018,4,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-05-07,07:00 AM,eBird - Traveling Count,75,1,4.023,,1
S68602604,Bushtit,Psaltriparus minimus,25018,6,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-05-08,07:00 AM,eBird - Traveling Count,80,1,4.828,,1
S70740373,Bushtit,Psaltriparus minimus,25018,6,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-06-23,07:00 AM,eBird - Traveling Count,75,1,4.023,,1
S71725259,Bushtit,Psaltriparus minimus,25018,10,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-07-22,07:30 AM,eBird - Traveling Count,75,1,4.828,,1
S73068920,Bushtit,Psaltriparus minimus,25018,10,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-09-01,08:00 AM,eBird - Traveling Count,75,1,4.023,,1
S73809353,Bushtit,Psaltriparus minimus,25018,10,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-09-19,07:30 AM,eBird - Traveling Count,75,1,4.828,,1
S73948429,Bushtit,Psaltriparus minimus,25018,10,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-09-22,08:00 AM,eBird - Traveling Count,75,1,4.023,,1
S73998724,Bushtit,Psaltriparus minimus,25018,10,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-09-23,08:00 AM,eBird - Traveling Count,75,1,4.023,,1
S74209482,Bushtit,Psaltriparus minimus,25018,10,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-09-29,07:30 AM,eBird - Traveling Count,60,1,4.023,,1
S75786510,Bushtit,Psaltriparus minimus,25018,10,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-11-03,08:00 AM,eBird - Traveling Count,75,1,4.023,,1
S77682453,Bushtit,Psaltriparus minimus,25018,10,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-12-19,08:00 AM,eBird - Traveling Count,75,1,4.023,,1
S78955320,Bushtit,Psaltriparus minimus,25018,10,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2021-01-09,08:00 AM,eBird - Traveling Count,75,1,4.023,,1
S79178504,Bushtit,Psaltriparus minimus,25018,10,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2021-01-13,08:00 AM,eBird - Traveling Count,75,1,4.023,,1
S79280911,Bushtit,Psaltriparus minimus,25018,15,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2021-01-15,09:00 AM,eBird - Traveling Count,75,1,4.023,,1
S80128843,Bushtit,Psaltriparus minimus,25018,10,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2021-01-30,08:00 AM,eBird - Traveling Count,75,1,4.023,,1
S80523857,Bushtit,Psaltriparus minimus,25018,10,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2021-02-06,08:00 AM,eBird - Traveling Count,75,1,4.023,,1
S80975410,Bushtit,Psaltriparus minimus,25018,1,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2021-02-12,09:30 AM,eBird - Traveling Count,120,1,7.242,,1
S82431435,Bushtit,Psaltriparus minimus,25018,10,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2021-02-27,07:30 AM,eBird - Traveling Count,76,1,4.023,,1
S84145865,Bushtit,Psaltriparus minimus,25018,20,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2021-03-26,08:00 AM,eBird - Traveling Count,75,1,4.828,,1
S85099793,Bushtit,Psaltriparus minimus,25018,12,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2021-04-08,08:00 AM,eBird - Traveling Count,75,1,4.828,,1
S85398748,Bushtit,Psaltriparus minimus,25018,10,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2021-04-12,08:00 AM,eBird - Traveling Count,60,1,4.023,,1
S87038914,Bushtit,Psaltriparus minimus,25018,4,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2021-05-03,08:00 AM,eBird - Traveling Count,60,1,4.023,,1
S88594442,Bushtit,Psaltriparus minimus,25018,15,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2021-05-20,07:00 AM,eBird - Traveling Count,60,1,4.023,,1
S89428262,Bushtit,Psaltriparus minimus,25018,10,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2021-06-01,07:30 AM,eBird - Traveling Count,60,1,4.023,,1
S89520492,Bushtit,Psaltriparus minimus,25018,6,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2021-06-02,06:30 PM,eBird - Traveling Count,60,1,4.023,,1
S91375744,Bushtit,Psaltriparus minimus,25018,2,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2021-07-06,07:30 AM,eBird - Traveling Count,45,1,2.414,,1
S91896495,Bushtit,Psaltriparus minimus,25018,10,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2021-07-17,08:00 AM,eBird - Traveling Count,45,1,2.414,,1
S93166763,Bushtit,Psaltriparus minimus,25018,3,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2021-08-13,07:30 AM,eBird - Traveling Count,60,1,4.023,,1
S140901102,Bushtit,Psaltriparus minimus,25018,1,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2023-06-07,07:30 AM,eBird - Traveling Count,60,1,4.023,,1
S142087657,Bushtit,Psaltriparus minimus,25018,4,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2023-06-19,08:30 AM,eBird - Traveling Count,60,1,4.023,,1
S143921674,Bushtit,Psaltriparus minimus,25018,2,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2023-07-08,09:00 AM,eBird - Traveling Count,30,1,1.609,,1
S144615736,Bushtit,Psaltriparus minimus,25018,4,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2023-07-15,07:00 AM,eBird - Traveling Count,60,1,1.609,,1
S145677775,Bushtit,Psaltriparus minimus,25018,4,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2023-07-26,08:30 AM,eBird - Traveling Count,60,1,4.023,,1
S151127634,Bushtit,Psaltriparus minimus,25018,4,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2023-09-29,08:30 AM,eBird - Traveling Count,60,1,4.023,,1
S154028117,Bushtit,Psaltriparus minimus,25018,3,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2023-11-06,08:00 AM,eBird - Traveling Count,30,1,1.609,,1
S155738803,Bushtit,Psaltriparus minimus,25018,6,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2023-12-03,08:30 AM,eBird - Traveling Count,60,1,4.828,,1
S66951788,Bushtit,Psaltriparus minimus,25018,3,US-CA,Santa Clara,L8205922,Saratoga Library,37.2679261,-122.016135,2020-04-10,02:00 PM,eBird - Traveling Count,90,1,4.023,,1,,,Saratoga Library up and around West Valley College campus along Vasona Creek.
S54027421,Bushtit,Psaltriparus minimus,25018,10,US-CA,Santa Clara,L1139143,St. Joseph's Hill OSP,37.2027826,-121.9828749,2019-03-19,12:00 PM,eBird - Traveling Count,180,1,9.656,,1,,,From Priest Road Trailhead down along Los Gatos Creek Trail to Oka Ponds Bridge and back.
S54607207,Bushtit,Psaltriparus minimus,25018,4,US-CA,Santa Clara,L771475,Stevens Creek Trail--SCVAS to Blackberry Farm,37.3160147,-122.0609085,2019-04-05,02:00 PM,eBird - Traveling Count,120,1,3.219,,1
S50436443,Bushtit,Psaltriparus minimus,25018,50,US-CA,Santa Clara,L419997,Stevens Creek Trail--north of US-101,37.4216539,-122.0688885,2018-12-04,11:00 AM,eBird - Traveling Count,120,1,4.023,,1
S144763870,Bushtit,Psaltriparus minimus,25018,1,US-CA,Santa Clara,L279204,Sunnyvale WPCP (please use a more specific hotspot where possible),37.4198391,-122.0144261,2023-07-16,08:30 AM,eBird - Traveling Count,60,1,8.047,,1,,,Out past the radar station along Moffett Channel maybe 2 miles.
S156120401,Bushtit,Psaltriparus minimus,25018,10,US-CA,Santa Clara,L279204,Sunnyvale WPCP (please use a more specific hotspot where possible),37.4198391,-122.0144261,2023-12-10,09:30 AM,eBird - Traveling Count,90,1,6.437,,1,,,"Out to the radar station and then back along the inner channel north to the 1st bridge. Most sightings in the inner pond area, which does not have a designation on ebird."
S145444246,Bushtit,Psaltriparus minimus,25018,2,US-CA,Santa Clara,L868971,Sunnyvale WPCP--Lockheed Ponds and Marsh adjacent to Yahoo,37.4215375,-122.0243955,2023-07-23,09:00 AM,eBird - Traveling Count,60,1,4.828,,1
S155044686,Bushtit,Psaltriparus minimus,25018,4,US-CA,Santa Clara,L26898783,Thomas Barrett Park,37.3268171,-121.9540948,2022-11-23,08:30 AM,eBird - Traveling Count,90,1,6.437,,1
S148801014,Bushtit,Psaltriparus minimus,25018,4,US-CA,Santa Clara,L26898783,Thomas Barrett Park,37.3268171,-121.9540948,2023-09-02,08:30 AM,eBird - Traveling Count,60,1,4.023,,1,,,All sightings at Thomas Barrett Park.
S152619082,Bushtit,Psaltriparus minimus,25018,12,US-CA,Santa Clara,L26898783,Thomas Barrett Park,37.3268171,-121.9540948,2023-10-17,08:30 AM,eBird - Traveling Count,90,1,8.047,,1
S156367144,Bushtit,Psaltriparus minimus,25018,4,US-CA,Santa Clara,L26898783,Thomas Barrett Park,37.3268171,-121.9540948,2023-12-15,09:00 AM,eBird - Traveling Count,60,1,4.023,,1
S56773388,Bushtit,Psaltriparus minimus,25018,10,US-CA,Santa Clara,L773892,Ulistac Natural Area,37.4057129,-121.9552374,2019-05-26,08:00 AM,eBird - Traveling Count,180,1,4.828,,25,,,"Santa Clara Valley Audubon Society field trip led by Chris Johnson: outer loop via levee, followed by inner loop on trails."
S63281778,Bushtit,Psaltriparus minimus,25018,10,US-CA,Santa Clara,L773892,Ulistac Natural Area,37.4057129,-121.9552374,2020-01-10,02:00 PM,eBird - Traveling Count,120,1,4.828,,1
S63821331,Bushtit,Psaltriparus minimus,25018,15,US-CA,Santa Clara,L773892,Ulistac Natural Area,37.4057129,-121.9552374,2020-01-25,01:00 PM,eBird - Traveling Count,90,1,5.633,,1
S53039520,Bushtit,Psaltriparus minimus,25018,5,US-CA,Santa Clara,L210223,Vasona Lake County Park,37.2385116,-121.9709873,2019-02-22,02:30 PM,eBird - Traveling Count,150,1,4.828,,1
S53030792,Bushtit,Psaltriparus minimus,25018,6,US-CA,Santa Clara,L7519152,Washington Park--Sunnyvale (SCL Co.),37.377675,-122.039589,2019-02-21,11:30 AM,eBird - Traveling Count,90,1,3.219,,1
S51935955,Bushtit,Psaltriparus minimus,25018,20,US-CA,Santa Clara,L5559726,West Valley College,37.2634656,-122.0093966,2019-01-18,02:00 PM,eBird - Traveling Count,120,1,3.219,,1,,,Up Vasona Creek on West Valley College campus and then across Montauk to Saratoga Ave and back to Saratoga Library.
S68731545,Bushtit,Psaltriparus minimus,25018,12,US-CA,Santa Clara,L5559726,West Valley College,37.2634656,-122.0093966,2020-05-09,07:30 AM,eBird - Traveling Count,90,1,4.828,,1
S70140436,Bushtit,Psaltriparus minimus,25018,6,US-CA,Santa Clara,L5559726,West Valley College,37.2634656,-122.0093966,2020-06-06,08:00 AM,eBird - Traveling Count,100,1,4.828,,1
S77149423,Bushtit,Psaltriparus minimus,25018,20,US-CA,Santa Clara,L5559726,West Valley College,37.2634656,-122.0093966,2020-12-06,08:00 AM,eBird - Traveling Count,90,1,4.828,,1
S79034490,Bushtit,Psaltriparus minimus,25018,10,US-CA,Santa Clara,L5559726,West Valley College,37.2634656,-122.0093966,2021-01-10,08:30 AM,eBird - Traveling Count,120,1,5.633,,1
S80231809,Bushtit,Psaltriparus minimus,25018,10,US-CA,Santa Clara,L5559726,West Valley College,37.2634656,-122.0093966,2021-01-31,08:30 AM,eBird - Traveling Count,120,1,8.047,,1
S82105589,Bushtit,Psaltriparus minimus,25018,10,US-CA,Santa Clara,L5559726,West Valley College,37.2634656,-122.0093966,2021-02-21,09:00 AM,eBird - Traveling Count,120,1,5.633,,1
S85399153,Bushtit,Psaltriparus minimus,25018,6,US-CA,Santa Clara,L5559726,West Valley College,37.2634656,-122.0093966,2021-04-11,09:30 AM,eBird - Traveling Count,90,1,5.633,,1
S64337312,Bushtit,Psaltriparus minimus,25018,10,MX-DIF,Tlalpan,L224076,ANP Bosque de Tlalpan,19.2923094,-99.2007709,2020-02-10,10:00 AM,eBird - Traveling Count,120,1,3.219,,6
S62450229,Bushtit,Psaltriparus minimus,25018,10,MX-DIF,Tlalpan,L10315509,Parque Ecologica de Padierna Sur,19.2588209,-99.2042664,2019-11-22,01:00 PM,eBird - Traveling Count,90,1,4.828,,1,,,Along the Ciclopista Ferrocarril de Cuernavaca from Seye into the natural area of the Parque Ecologica past Carr. Picacho-Ajusco bridge.
S59500155,Bushtit,Psaltriparus minimus,25018,60,US-OR,Washington,L498314,Tualatin River NWR--Atfálat'i Unit,45.3817834,-122.8312254,2019-09-03,01:30 PM,eBird - Traveling Count,120,1,4.828,,1
S56979115,Wrentit,Chamaea fasciata,25194,4,US-CA,Santa Clara,L458846,Picchetti Ranch OSP,37.2888382,-122.0845842,2019-06-01,09:00 AM,eBird - Traveling Count,180,1,6.437,,60,,,Openspace.org outing with plant and occasional bird sitings; great to meet many new people.
S59251779,Wrentit,Chamaea fasciata,25194,2,US-CA,Santa Clara,L383144,Sanborn County Park--main entrance,37.23497,-122.061926,2019-08-18,08:03 AM,eBird - Traveling Count,179,1,3.718,,10
